pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2019-09-13,"Lawmakers investigating Amazon, Apple, Facebook and Google for possible antitrust violations on Friday sent the companies detailed requests for information.","Congress showed the breadth of its investigation into the big tech companies on Friday, making a public demand for scores of documents, including the personal emails and other communications from dozens of top executives.",House Antitrust Panel Seeks Documents From 4 Big Tech Firms,article,Technology,News,3,https://www.nytimes.com/2019/09/13/technology/amazon-apple-facebook-google-antitrust.html
2019-09-24,"Just by downloading an app, you’re potentially exposing sensitive data to dozens of technology companies, ad networks, data brokers and aggregators.",This article is part of a limited-run newsletter. You can sign up here.,The Loophole That Turns Your Apps Into Spies,article,Opinion,Op-Ed,6,https://www.nytimes.com/2019/09/24/opinion/facebook-google-apps-data.html
2019-09-01,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are the ones we think are most interesting for September.",Watching is The New York Times’s TV and film recommendation website. Sign up for our twice-weekly newsletter here.,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in September",article,Arts,News,4,https://www.nytimes.com/2019/09/01/arts/television/the-best-movies-and-tv-shows-coming-to-netflix-amazon-and-more-in-september.html
2019-09-26,"A.I. research is becoming increasingly expensive, leaving few people with easy access to the computing firepower necessary to develop the technology.",Each big step of progress in computing — from mainframe to personal computer to internet to smartphone — has opened opportunities for more people to invent on the digital frontier.,"At Tech’s Leading Edge, Worry About a Concentration of Power",article,Technology,News,7,https://www.nytimes.com/2019/09/26/technology/ai-computer-expense.html
2019-09-02,"The influential series, which fired the actor Jeffrey Tambor over sexual harassment allegations, will wrap up with a musical finale.","LOS ANGELES — Last February, Jill and Faith Soloway were filming the final episode of “Transparent” here at Paramount Pictures, in the studio’s cavernous Stage 14. It was the last day of a 20-day shoot, and Judith Light, as the nettlesome matriarch Shelly Pfefferman, was tearing through “Your Boundary Is My Trigger,” a show tune-slash-primal scream about how thankless it is to be a mother, and how Shelly gives and gives and gives, and for what?","After Times of Turmoil, ‘Transparent’ Goes Out Singing",article,Arts,News,5,https://www.nytimes.com/2019/09/02/arts/television/transparent-musical-finale.html
2019-09-11,"From Washington to London. From the price of avocados to Amazon Prime. Here’s how Joseph Plambeck, deputy tech editor, rides herd on how tech is changing the way we live.","How do New York Times journalists use technology in their jobs and in their personal lives? Joseph Plambeck, deputy technology editor in New York, discussed the tech he’s using.",Staying on Top of Tech’s Changing Story,article,Technology,News,2,https://www.nytimes.com/2019/09/11/technology/personaltech/staying-on-top-of-techs-changing-story.html
2019-09-09,The formal declaration by a bipartisan group of state officials adds investigative muscle to the intensifying scrutiny of the tech giant.,The state attorneys general from four dozen states officially declared on Monday that they were beginning investigations into the market power and corporate behavior of big tech companies.,Google Antitrust Investigation Outlined by State Attorneys General,article,Technology,News,6,https://www.nytimes.com/2019/09/09/technology/google-antitrust-investigation.html
2019-02-14,Economists have long criticized tax breaks to corporations; politicians and the public may be starting to share their skepticism.,"In exchange for tens of thousands of tech jobs, cities promised Amazon the moon — and an airport lounge, and naming rights, and a chance to pocket its own employees’ taxes. States offered incentive packages worth $7 billion, $8.5 billion, $9.7 billion, any of which would have set records.","In the End, Amazon Didn’t Win Its Own Subsidy Game",article,The Upshot,News,1,https://www.nytimes.com/2019/02/14/upshot/amazon-foxconn-subsidies-critics.html
2019-02-01,"The president described negotiations between Washington and Beijing in positive terms but said, “Without the tariffs, we wouldn’t be talking.”",Good Friday morning. Want this by email? Sign up here.,DealBook Briefing: Trump May Leave Tariffs on China in Place,article,Business Day,News,13,https://www.nytimes.com/2019/02/01/business/dealbook/trump-us-china-trade-deal.html
2019-02-15,The company’s decision could be a turning point for corporate-civic relations in the U.S. and a sign that leftist views are gaining traction.,Good Friday. Want this by email? Sign up here.,DealBook Briefing: The Bigger Picture Behind Amazon Ditching N.Y.,article,Business Day,News,1,https://www.nytimes.com/2019/02/15/business/dealbook/amazon-new-york.html
2019-02-14,"Pressure applied by activists and many elected officials led to Amazon pulling out of Queens, but a political backlash may await them.",[What you need to know to start the day: Get New York Today in your inbox.],Amazon’s Exit Forces a Reckoning for N.Y. Political Leaders,article,New York,News,1,https://www.nytimes.com/2019/02/14/nyregion/cuomo-aoc-amazon.html
2019-02-20,Amazon might have been the center of a new tech ecosystem in Queens. Here’s what the city can do next.,"Amazon’s decision on Feb. 14 to cancel its plans in New York City was actually the second time that New York missed its chance to host Amazon headquarters. The first time was in 1994, and what happened then informs what might happen next.",Does New York Still Have a Future in Tech?,article,Opinion,Op-Ed,5,https://www.nytimes.com/2019/02/20/opinion/amazon-hq2-new-york.html
2019-02-16,"After the online retail giant abandoned its controversial plan to open a headquarters in Queens, New Yorkers deconstructed what went wrong.","Like seemingly every New Yorker, Adrianne Santiago was eager to weigh in on Amazon’s decision to abandon its plans to build a vast campus in Queens and create more than 25,000 jobs.",Amazon Bails and New York Reacts: The City ‘Was Never Really On Board’,article,New York,News,4,https://www.nytimes.com/2019/02/15/nyregion/amazon-new-york-reaction.html
2019-02-16,Virginia can teach New York a few things about how to make a deal that actually works.,"When Amazon abandoned its plans to build a new headquarters in New York, the foes of corporate greed declared victory. Yet, should all the outrage be aimed at Amazon?",A Better Way to Attract Amazon’s Jobs,article,Opinion,Op-Ed,4,https://www.nytimes.com/2019/02/16/opinion/amazon-new-york.html
2019-02-15,What kinds of companies will be the next so-called unicorns? A hint: Many of them won’t have much in common with Uber or Airbnb.,"Hi. I’m Steve Lohr. I write about the technology industry, from the old titans like IBM to start-ups working on the future of artificial intelligence.",The Week in Tech: A Break From Consumer Tech,article,Technology,News,6,https://www.nytimes.com/2019/02/15/technology/the-week-in-tech-a-break-from-consumer-tech.html
2019-02-14,Amazon’s pullout poses a challenge to one of the company’s bedrock beliefs: that being loved by customers is all that matters.,"Amazon’s surprise announcement on Thursday that it was canceling its planned expansion to a new corporate campus in New York was greeted with celebration by local activists and politicians who had opposed the deal, and frustration by local officials — and more than a few real estate agents in Queens — who had eagerly anticipated an influx of well-compensated tech workers.","For Once, Amazon Loses a Popularity Contest",article,Business Day,News,1,https://www.nytimes.com/2019/02/14/business/amazon-new-york-city.html
2019-02-12,And it’s got a little bit of everything.,"Gail Collins: Bret, in honor of Valentine’s Day, I’m going to give you the gift of deciding what current event we should start off with. Virginia? Jeff Bezos? Trump investigations? Supreme Court? Rapidly exploding population of Democratic presidential candidates?",The Bezos Story Is Big,article,Opinion,Op-Ed,3,https://www.nytimes.com/2019/02/12/opinion/bezos-trump-pecker.html
